:START_ID,:END_ID,type
2291,8779,REL
2299,837,REL
2307,2412,REL
2315,8500,REL
2323,2662,REL
2331,5523,REL
2339,607,REL
2347,5379,REL
2355,3121,REL
2363,7891,REL
2371,5796,REL
2379,2478,REL
2387,7920,REL
2395,5397,REL
2403,2205,REL
2411,8463,REL
2419,5900,REL
2427,5403,REL
2435,6506,REL
2443,4270,REL
2451,9738,REL
2459,9866,REL
2467,4259,REL
2475,3773,REL
2483,2148,REL
2491,3082,REL
2499,8773,REL
2507,4723,REL
2515,3951,REL
2523,8216,REL
2531,4140,REL
2539,8198,REL
2547,9072,REL
2555,1553,REL
2563,8922,REL
2571,1605,REL
2579,1039,REL
2587,1341,REL
2595,9378,REL
2603,779,REL
2611,4189,REL
2619,8707,REL
2627,647,REL
2635,5014,REL
2643,7342,REL
2651,6708,REL
2659,6779,REL
2667,6534,REL
2675,7442,REL
2683,569,REL
2691,1549,REL
2699,5780,REL
2707,3522,REL
2715,5429,REL
2723,8294,REL
2731,4580,REL
2739,8305,REL
2747,8755,REL
2755,3815,REL
2763,6835,REL
2771,2096,REL
2779,1291,REL
2787,2242,REL
2795,3018,REL
2803,8586,REL
2811,8232,REL
2819,3709,REL
2827,1784,REL
2835,6489,REL
2843,1548,REL
2851,2348,REL
2859,5425,REL
2867,1142,REL
2875,1599,REL
2883,4977,REL
2891,5048,REL
2899,1052,REL
2907,2642,REL
2915,6425,REL
2923,4265,REL
2931,895,REL
2939,9206,REL
2947,5902,REL
2955,7925,REL
2963,942,REL
2971,1893,REL
2979,6378,REL
2987,7322,REL
2995,1831,REL
3003,4005,REL
3011,5743,REL
3019,7270,REL
3027,2417,REL
3035,3264,REL
3043,5711,REL
3051,5161,REL
3059,1330,REL
3067,3920,REL
3075,6373,REL
3083,216,REL
3091,5227,REL
3099,4677,REL
3107,7906,REL
3115,6305,REL
3123,5283,REL
3131,1174,REL
3139,6291,REL
3147,9039,REL
3155,139,REL
3163,9512,REL
3171,953,REL
3179,6778,REL
3187,7967,REL
3195,7148,REL
3203,289,REL
3211,164,REL
3219,5455,REL
3227,8912,REL
3235,9872,REL
3243,4707,REL
3251,4894,REL
3259,3400,REL
3267,7981,REL
3275,5271,REL
3283,4442,REL
3291,2276,REL
3299,6106,REL
3307,1608,REL
3315,9692,REL
3323,7407,REL
3331,9129,REL
3339,7185,REL
3347,5321,REL
3355,6511,REL
3363,2806,REL
3371,5122,REL
3379,2275,REL
3387,754,REL
3395,7626,REL
3403,9739,REL
3411,1723,REL
3419,4290,REL
3427,3211,REL
3435,5157,REL
3443,2603,REL
3451,6241,REL
3459,5907,REL
3467,1907,REL
3475,7836,REL
3483,5193,REL
3491,7106,REL
3499,7426,REL
3507,7516,REL
3515,9833,REL
3523,9691,REL
3531,465,REL
3539,7078,REL
3547,1544,REL
3555,8427,REL
3563,8652,REL
3571,2504,REL
3579,7910,REL
3587,7518,REL
3595,632,REL
3603,2942,REL
3611,7704,REL
3619,9102,REL
3627,3046,REL
3635,7012,REL
3643,6521,REL
3651,5195,REL
3659,5396,REL
3667,9902,REL
3675,380,REL
3683,8463,REL
3691,4675,REL
3699,9987,REL
3707,6647,REL
3715,3936,REL
3723,2754,REL
3731,5012,REL
3739,4712,REL
3747,7586,REL
3755,1853,REL
3763,9055,REL
3771,3814,REL
3779,2765,REL
3787,7105,REL
3795,255,REL
3803,2060,REL
3811,4141,REL
3819,130,REL
3827,7931,REL
3835,6267,REL
3843,6189,REL
3851,2742,REL
3859,8947,REL
3867,9483,REL
3875,9640,REL
3883,9647,REL
3891,9848,REL
3899,2218,REL
3907,851,REL
3915,3779,REL
3923,4642,REL
3931,9406,REL
3939,1384,REL
3947,2126,REL
3955,657,REL
3963,6773,REL
3971,1532,REL
3979,1896,REL
3987,6165,REL
3995,5148,REL
4003,6444,REL
4011,588,REL
4019,1229,REL
4027,9082,REL
4035,7611,REL
4043,8658,REL
4051,5271,REL
4059,3419,REL
4067,2075,REL
4075,4243,REL
4083,5655,REL
4091,7860,REL
4099,5546,REL
4107,564,REL
4115,887,REL
4123,5305,REL
4131,9688,REL
4139,8513,REL
4147,8891,REL
4155,4153,REL
4163,8797,REL
4171,1249,REL
4179,2221,REL
4187,553,REL
4195,7706,REL
4203,3816,REL
4211,6456,REL
4219,3033,REL
4227,9535,REL
4235,378,REL
4243,4669,REL
4251,4011,REL
4259,4197,REL
4267,3924,REL
4275,8083,REL
4283,6595,REL
4291,8141,REL
4299,518,REL
4307,4015,REL
4315,4361,REL
4323,5139,REL
4331,4124,REL
4339,2286,REL
4347,7212,REL
4355,8218,REL
4363,1378,REL
4371,7179,REL
4379,7769,REL
4387,3471,REL
4395,6729,REL
4403,2421,REL
4411,7973,REL
4419,911,REL
4427,9793,REL
4435,1490,REL
4443,2260,REL
4451,7037,REL
4459,5763,REL
4467,2055,REL
4475,986,REL
4483,7387,REL
4491,1680,REL
4499,2389,REL
4507,2948,REL
4515,2731,REL
4523,8941,REL
4531,1115,REL
4539,2888,REL
4547,3446,REL
4555,2096,REL
4563,7950,REL
4571,3738,REL
4579,1855,REL
4587,1903,REL
4595,1766,REL
4603,8363,REL
4611,9452,REL
4619,8489,REL
4627,6893,REL
4635,8741,REL
4643,1184,REL
4651,8606,REL
4659,5063,REL
4667,3195,REL
4675,745,REL
4683,1653,REL
4691,3316,REL
4699,8274,REL
4707,8777,REL
4715,8275,REL
4723,8215,REL
4731,5438,REL
4739,9852,REL
4747,5034,REL
4755,2715,REL
4763,9364,REL
4771,2780,REL
4779,1066,REL
4787,8401,REL
4795,1682,REL
4803,799,REL
4811,9864,REL
4819,1988,REL
4827,3818,REL
4835,9258,REL
4843,2118,REL
4851,257,REL
4859,322,REL
4867,912,REL
4875,4038,REL
4883,9359,REL
4891,7338,REL
4899,4849,REL
4907,7462,REL
4915,4827,REL
4923,289,REL
4931,4749,REL
4939,7246,REL
4947,3798,REL
4955,9340,REL
4963,9360,REL
4971,2197,REL
4979,7948,REL
4987,6807,REL
4995,6362,REL
5003,6492,REL
5011,9629,REL
5019,589,REL
5027,5697,REL
5035,7630,REL
5043,7255,REL
5051,565,REL
5059,9169,REL
5067,3894,REL
5075,9792,REL
5083,5601,REL
5091,1603,REL
5099,760,REL
5107,7692,REL
5115,7018,REL
5123,8668,REL
5131,7625,REL
5139,225,REL
5147,4001,REL
5155,1266,REL
5163,8394,REL
5171,6217,REL
5179,2033,REL
5187,5885,REL
5195,5955,REL
5203,2627,REL
5211,9611,REL
5219,2904,REL
5227,66,REL
5235,4738,REL
5243,8430,REL
5251,7169,REL
5259,8823,REL
5267,2650,REL
5275,4618,REL
5283,6506,REL
5291,5092,REL
5299,592,REL
5307,5771,REL
5315,6274,REL
5323,4087,REL
5331,5508,REL
5339,3054,REL
5347,8696,REL
5355,3403,REL
5363,4846,REL
5371,772,REL
5379,6312,REL
5387,493,REL
5395,2180,REL
5403,9483,REL
5411,6759,REL
5419,3306,REL
5427,457,REL
5435,2982,REL
5443,5563,REL
5451,4112,REL
5459,1959,REL
5467,3239,REL
5475,5975,REL
5483,6411,REL
5491,5925,REL
5499,1036,REL
5507,9838,REL
5515,6710,REL
5523,8283,REL
5531,5351,REL
5539,9370,REL
5547,4062,REL
5555,2440,REL
5563,5835,REL
5571,2731,REL
5579,541,REL
5587,2248,REL
5595,5547,REL
5603,6521,REL
5611,3472,REL
5619,9963,REL
5627,6459,REL
5635,5781,REL
5643,240,REL
5651,9387,REL
5659,3686,REL
5667,9778,REL
5675,5110,REL
5683,3484,REL
5691,3037,REL
5699,3984,REL
5707,3942,REL
5715,2183,REL
5723,5217,REL
5731,8069,REL
5739,4054,REL
5747,1504,REL
5755,9948,REL
5763,300,REL
5771,5385,REL
5779,5586,REL
5787,2612,REL
5795,2774,REL
5803,8663,REL
5811,7971,REL
5819,7749,REL
5827,9170,REL
5835,692,REL
5843,7167,REL
5851,6489,REL
5859,3364,REL
5867,5663,REL
5875,3152,REL
5883,3065,REL
5891,4817,REL
5899,4442,REL
5907,7257,REL
5915,2956,REL
5923,6653,REL
5931,1012,REL
5939,1854,REL
5947,3825,REL
5955,1855,REL
5963,8990,REL
5971,4782,REL
5979,3923,REL
5987,6138,REL
5995,8937,REL
6003,1423,REL
6011,8089,REL
6019,1150,REL
6027,8995,REL
6035,8235,REL
6043,6464,REL
6051,7162,REL
6059,2712,REL
6067,6180,REL
6075,1948,REL
6083,5342,REL
6091,6954,REL
6099,7140,REL
6107,1668,REL
6115,666,REL
6123,899,REL
6131,7819,REL
6139,1426,REL
6147,8938,REL
6155,577,REL
6163,248,REL
6171,9238,REL
6179,2582,REL
6187,4667,REL
6195,7704,REL
6203,8634,REL
6211,8520,REL
6219,6410,REL
6227,1943,REL
6235,9512,REL
6243,7242,REL
6251,7982,REL
6259,1812,REL
6267,4583,REL
6275,9853,REL
6283,1905,REL
6291,7223,REL
6299,1821,REL
6307,9061,REL
6315,6114,REL
6323,9996,REL
6331,3404,REL
6339,2097,REL
6347,5705,REL
6355,4994,REL
6363,8378,REL
6371,4657,REL
6379,6555,REL
6387,2624,REL
6395,287,REL
6403,4259,REL
6411,2300,REL
6419,4843,REL
6427,6194,REL
6435,6896,REL
6443,9704,REL
6451,5240,REL
6459,572,REL
6467,5948,REL
6475,8360,REL
6483,7953,REL
6491,6427,REL
6499,9153,REL
6507,5937,REL
6515,1375,REL
6523,8426,REL
6531,711,REL
6539,6567,REL
6547,9422,REL
6555,4598,REL
6563,7173,REL
6571,4856,REL
6579,9479,REL
6587,9693,REL
6595,9403,REL
6603,3370,REL
6611,967,REL
6619,2425,REL
6627,4925,REL
6635,6691,REL
6643,5188,REL
6651,6346,REL
6659,9926,REL
6667,3824,REL
6675,1452,REL
6683,6075,REL
6691,1412,REL
6699,8671,REL
6707,6965,REL
6715,1000,REL
6723,5666,REL
6731,8579,REL
6739,4433,REL
6747,6274,REL
6755,3631,REL
6763,2102,REL
6771,812,REL
6779,8982,REL
6787,1186,REL
6795,5425,REL
6803,7771,REL
6811,2400,REL
6819,7317,REL
6827,290,REL
6835,1047,REL
6843,4771,REL
6851,6835,REL
6859,5098,REL
6867,2591,REL
6875,7890,REL
6883,4642,REL
6891,1290,REL
6899,8242,REL
6907,7485,REL
6915,9707,REL
6923,261,REL
6931,1047,REL
6939,3427,REL
6947,7723,REL
6955,6011,REL
6963,2142,REL
6971,4747,REL
6979,7183,REL
6987,7234,REL
6995,2752,REL
7003,7938,REL
7011,6499,REL
7019,8626,REL
7027,9393,REL
7035,4594,REL
7043,3432,REL
7051,6816,REL
7059,1273,REL
7067,3334,REL
7075,1996,REL
7083,1994,REL
7091,7576,REL
7099,5185,REL
7107,3019,REL
7115,3653,REL
7123,9627,REL
7131,4869,REL
7139,6680,REL
7147,8813,REL
7155,2189,REL
7163,6343,REL
7171,5401,REL
7179,6698,REL
7187,9133,REL
7195,6500,REL
7203,5888,REL
7211,5273,REL
7219,8250,REL
7227,8150,REL
7235,4469,REL
7243,8915,REL
7251,4979,REL
7259,6577,REL
7267,2310,REL
7275,8455,REL
7283,1228,REL
7291,5668,REL
7299,4099,REL
7307,5402,REL
7315,9461,REL
7323,2920,REL
7331,9008,REL
7339,344,REL
7347,6848,REL
7355,516,REL
7363,4595,REL
7371,7153,REL
7379,7461,REL
7387,4378,REL
7395,6219,REL
7403,9172,REL
7411,610,REL
7419,9457,REL
7427,4962,REL
7435,6975,REL
7443,402,REL
7451,4389,REL
7459,9856,REL
7467,7343,REL
7475,2154,REL
7483,1559,REL
7491,3821,REL
7499,9212,REL
7507,9421,REL
7515,7932,REL
7523,6673,REL
7531,515,REL
7539,8901,REL
7547,3575,REL
7555,280,REL
7563,8570,REL
7571,9568,REL
7579,6117,REL
7587,1028,REL
7595,6607,REL
7603,7812,REL
7611,914,REL
7619,6398,REL
7627,1955,REL
7635,1169,REL
7643,2678,REL
7651,9555,REL
7659,4529,REL
7667,6575,REL
7675,1337,REL
7683,4476,REL
7691,9474,REL
7699,9555,REL
7707,9471,REL
7715,1134,REL
7723,1100,REL
7731,9341,REL
7739,8756,REL
7747,832,REL
7755,2907,REL
7763,7301,REL
7771,6857,REL
7779,8370,REL
7787,7876,REL
7795,6413,REL
7803,3124,REL
7811,6751,REL
7819,546,REL
7827,6283,REL
7835,1388,REL
7843,7009,REL
7851,1533,REL
7859,6819,REL
7867,9074,REL
7875,92,REL
7883,3437,REL
7891,134,REL
7899,356,REL
7907,6916,REL
7915,2139,REL
7923,3393,REL
7931,5225,REL
7939,7754,REL
7947,7869,REL
7955,512,REL
7963,1943,REL
7971,4903,REL
7979,8332,REL
7987,915,REL
7995,7198,REL
8003,1627,REL
8011,2439,REL
8019,3711,REL
8027,670,REL
8035,3429,REL
8043,8138,REL
8051,2625,REL
8059,4728,REL
8067,522,REL
8075,7302,REL
8083,3060,REL
8091,8598,REL
8099,333,REL
8107,2955,REL
8115,8720,REL
8123,5466,REL
8131,1060,REL
8139,7625,REL
8147,5303,REL
8155,8171,REL
8163,1285,REL
8171,8009,REL
8179,6115,REL
8187,9879,REL
8195,9289,REL
8203,3030,REL
8211,9470,REL
8219,8341,REL
8227,8170,REL
8235,9506,REL
8243,8378,REL
8251,61,REL
8259,9605,REL
8267,8226,REL
8275,3300,REL
8283,621,REL
8291,8479,REL
8299,9644,REL
8307,8405,REL
8315,8381,REL
8323,9034,REL
8331,1077,REL
8339,5134,REL
8347,5097,REL
8355,9461,REL
8363,498,REL
8371,8522,REL
8379,6196,REL
8387,4254,REL
8395,2604,REL
8403,6410,REL
8411,5230,REL
8419,155,REL
8427,7227,REL
8435,2457,REL
8443,7660,REL
8451,5405,REL
8459,6826,REL
8467,5342,REL
8475,5566,REL
8483,3450,REL
8491,6905,REL
8499,4870,REL
8507,7190,REL
8515,5538,REL
8523,4181,REL
8531,7579,REL
8539,5992,REL
8547,1884,REL
8555,3457,REL
8563,4308,REL
8571,7149,REL
8579,3490,REL
8587,3536,REL
8595,2839,REL
8603,3323,REL
8611,8968,REL
8619,6170,REL
8627,7642,REL
8635,3137,REL
8643,4972,REL
8651,4350,REL
8659,7634,REL
8667,2144,REL
8675,5422,REL
8683,2208,REL
8691,7388,REL
8699,2476,REL
8707,9094,REL
8715,4915,REL
8723,9639,REL
8731,7349,REL
8739,5628,REL
8747,4378,REL
8755,9387,REL
8763,1667,REL
8771,4613,REL
8779,365,REL
8787,8661,REL
8795,5781,REL
8803,2625,REL
8811,2287,REL
8819,5345,REL
8827,6316,REL
8835,7383,REL
8843,4509,REL
8851,3516,REL
8859,4879,REL
8867,3148,REL
8875,8007,REL
8883,2446,REL
8891,9967,REL
8899,201,REL
8907,1549,REL
8915,4707,REL
8923,6129,REL
8931,2032,REL
8939,8847,REL
8947,684,REL
8955,7430,REL
8963,7965,REL
8971,7126,REL
8979,1691,REL
8987,7109,REL
8995,6636,REL
9003,8507,REL
9011,1359,REL
9019,5204,REL
9027,2590,REL
9035,76,REL
9043,7670,REL
9051,7356,REL
9059,7702,REL
9067,7381,REL
9075,1949,REL
9083,7155,REL
9091,7673,REL
9099,6431,REL
9107,2479,REL
9115,8443,REL
9123,2298,REL
9131,9382,REL
9139,2167,REL
9147,4717,REL
9155,4886,REL
9163,3068,REL
9171,3739,REL
9179,6148,REL
9187,1910,REL
9195,3382,REL
9203,4309,REL
9211,9533,REL
9219,1329,REL
9227,619,REL
9235,5472,REL
9243,2377,REL
9251,1118,REL
9259,9277,REL
9267,6399,REL
9275,3507,REL
9283,1877,REL
9291,4015,REL
9299,5933,REL
9307,3718,REL
9315,1046,REL
9323,4793,REL
9331,4470,REL
9339,6989,REL
9347,4927,REL
9355,1079,REL
9363,988,REL
9371,8124,REL
9379,3767,REL
9387,4389,REL
9395,699,REL
9403,4054,REL
9411,9896,REL
9419,3973,REL
9427,7520,REL
9435,241,REL
9443,911,REL
9451,4204,REL
9459,9765,REL
9467,197,REL
9475,7654,REL
9483,764,REL
9491,6164,REL
9499,1022,REL
9507,9560,REL
9515,6648,REL
9523,7944,REL
9531,5879,REL
9539,4428,REL
9547,4505,REL
9555,1947,REL
9563,923,REL
9571,8770,REL
9579,4464,REL
9587,3983,REL
9595,6402,REL
9603,6515,REL
9611,3892,REL
9619,5356,REL
9627,6076,REL
9635,2459,REL
9643,2024,REL
9651,5415,REL
9659,2876,REL
9667,9132,REL
9675,2805,REL
9683,1015,REL
9691,8409,REL
9699,1370,REL
9707,1555,REL
9715,1118,REL
9723,8306,REL
9731,6134,REL
9739,4808,REL
9747,7164,REL
9755,702,REL
9763,8163,REL
9771,9896,REL
9779,582,REL
9787,1667,REL
9795,8802,REL
9803,6643,REL
9811,3408,REL
9819,5201,REL
9827,5559,REL
9835,5862,REL
9843,4442,REL
9851,7743,REL
9859,7168,REL
9867,2432,REL
9875,536,REL
9883,1766,REL
9891,1755,REL
9899,1937,REL
9907,3928,REL
9915,4943,REL
9923,1046,REL
9931,8208,REL
9939,5972,REL
9947,9833,REL
9955,707,REL
9963,8337,REL
9971,9078,REL
9979,375,REL
9987,5943,REL
9995,9221,REL
10003,4286,REL
10011,2911,REL
10019,9418,REL
10027,9403,REL
10035,7008,REL
10043,2044,REL
10051,8829,REL
10059,1607,REL
10067,1557,REL
10075,5393,REL
10083,7293,REL
10091,619,REL
10099,1919,REL
10107,6651,REL
10115,7349,REL
10123,6938,REL
10131,1212,REL
10139,4653,REL
10147,6892,REL
10155,2384,REL
10163,1473,REL
10171,8679,REL
10179,8887,REL
10187,7915,REL
10195,4108,REL
10203,2055,REL
10211,426,REL
10219,9130,REL
10227,8259,REL
10235,3439,REL
10243,7584,REL
10251,2705,REL
10259,8263,REL
10267,1649,REL
10275,30,REL
10283,6724,REL
10291,4954,REL
10299,8146,REL
10307,9906,REL
10315,9153,REL
10323,3855,REL
10331,7148,REL
10339,6482,REL
10347,4370,REL
10355,3035,REL
10363,4673,REL
10371,2770,REL
10379,2084,REL
10387,7566,REL
10395,1544,REL
10403,9767,REL
10411,9203,REL
10419,6656,REL
10427,8889,REL
10435,7099,REL
10443,3404,REL
10451,8652,REL
10459,7027,REL
10467,9500,REL
10475,485,REL
10483,9561,REL
10491,3195,REL
10499,2966,REL
10507,8875,REL
10515,1964,REL
10523,5982,REL
10531,9456,REL
10539,9858,REL
10547,6477,REL
10555,8648,REL
10563,2605,REL
10571,3096,REL
10579,3663,REL
10587,8068,REL
10595,4984,REL
10603,2405,REL
10611,1393,REL
10619,6210,REL
10627,4331,REL
10635,7806,REL
10643,8521,REL
10651,9070,REL
10659,5052,REL
10667,2213,REL
10675,6033,REL
10683,8057,REL
10691,3732,REL
10699,1907,REL
10707,1566,REL
10715,951,REL
10723,9726,REL
10731,4178,REL
10739,4089,REL
10747,3766,REL
10755,430,REL
10763,4005,REL
10771,7900,REL
10779,3671,REL
10787,3525,REL
10795,6666,REL
10803,3399,REL
10811,1794,REL
10819,2245,REL
10827,6177,REL
10835,3801,REL
10843,1790,REL
10851,3470,REL
10859,553,REL
10867,3441,REL
10875,7067,REL
10883,8083,REL
10891,3287,REL
10899,7578,REL
10907,9174,REL
10915,2854,REL
10923,6291,REL
10931,6846,REL
10939,8984,REL
10947,3829,REL
10955,4057,REL
10963,2373,REL
10971,5304,REL
10979,961,REL
10987,7350,REL
10995,6310,REL
11003,1485,REL
11011,7034,REL
11019,5232,REL
11027,2594,REL
11035,3495,REL
11043,7537,REL
11051,8711,REL
11059,4883,REL
11067,8762,REL
11075,4925,REL
11083,1368,REL
11091,9629,REL
11099,9489,REL
11107,2280,REL
11115,3800,REL
11123,1533,REL
11131,5873,REL
11139,7918,REL
11147,9684,REL
11155,1062,REL
11163,3333,REL
11171,7903,REL
11179,2612,REL
11187,36,REL
11195,2301,REL
11203,8886,REL
11211,4343,REL
11219,9843,REL
11227,1193,REL
11235,627,REL
11243,4002,REL
11251,1276,REL
11259,2655,REL
11267,6115,REL
11275,516,REL
11283,1361,REL
11291,3134,REL
11299,6011,REL
11307,8566,REL
11315,9182,REL
11323,3516,REL
11331,9473,REL
11339,352,REL
11347,2861,REL
11355,3009,REL
11363,125,REL
11371,253,REL
11379,1479,REL
11387,3363,REL
11395,8122,REL
11403,8146,REL
11411,9057,REL
11419,7203,REL
11427,7640,REL
11435,5152,REL
11443,2369,REL
11451,8631,REL
11459,1890,REL
11467,9373,REL
11475,9656,REL
11483,1752,REL
11491,2893,REL
11499,2050,REL
11507,9672,REL
11515,4373,REL
11523,9248,REL
11531,8776,REL
11539,9208,REL
11547,5603,REL
11555,1915,REL
11563,9692,REL
11571,3818,REL
11579,1805,REL
11587,7142,REL
11595,239,REL
11603,1126,REL
11611,6191,REL
11619,4318,REL
11627,5199,REL
11635,3412,REL
11643,2805,REL
11651,8007,REL
11659,4927,REL
11667,7020,REL
11675,4622,REL
11683,2664,REL
11691,9693,REL
11699,6798,REL
11707,9663,REL
11715,4923,REL
11723,9126,REL
11731,4430,REL
11739,2813,REL
11747,885,REL
11755,1957,REL
11763,6428,REL
11771,8467,REL
11779,6786,REL
11787,5885,REL
11795,6912,REL
11803,5180,REL
11811,6896,REL
11819,5997,REL
11827,7086,REL
11835,9151,REL
11843,3963,REL
11851,3938,REL
11859,1465,REL
11867,5285,REL
11875,25,REL
11883,2453,REL
11891,6443,REL
11899,2865,REL
11907,8503,REL
11915,79,REL
11923,6526,REL
11931,7183,REL
11939,9505,REL
11947,886,REL
11955,5430,REL
11963,1712,REL
11971,4683,REL
11979,1447,REL
11987,2170,REL
11995,5624,REL
12003,9395,REL
12011,3952,REL
12019,3323,REL
12027,9584,REL
12035,5415,REL
12043,6521,REL
12051,7129,REL
12059,6842,REL
12067,8394,REL
12075,8641,REL
12083,3701,REL
12091,1901,REL
12099,6322,REL
12107,4850,REL
12115,3745,REL
12123,3249,REL
12131,5375,REL
12139,2071,REL
12147,7953,REL
12155,2730,REL
12163,3832,REL
12171,8031,REL
12179,7429,REL
12187,5958,REL
12195,7652,REL
12203,4225,REL
12211,7497,REL
12219,2838,REL
12227,6701,REL
12235,9322,REL
12243,1068,REL
12251,8633,REL
12259,1425,REL
12267,8111,REL
12275,1494,REL
12283,5941,REL
12291,9340,REL
12299,1129,REL
12307,3899,REL
12315,1711,REL
12323,1213,REL
12331,2230,REL
12339,8055,REL
12347,2365,REL
12355,1882,REL
12363,6800,REL
12371,454,REL
12379,1602,REL
12387,1721,REL
12395,2544,REL
12403,4166,REL
12411,6460,REL
12419,8856,REL
12427,307,REL
12435,6147,REL
12443,9765,REL
12451,2870,REL
12459,6932,REL
12467,3465,REL
12475,266,REL
12483,2173,REL
12491,2464,REL
12499,8699,REL
12507,3024,REL
12515,6538,REL
12523,5600,REL
12531,1077,REL
12539,6289,REL
12547,8288,REL
12555,6805,REL
12563,5758,REL
12571,7976,REL
12579,1753,REL
12587,1427,REL
12595,6534,REL
12603,4388,REL
12611,7268,REL
12619,1131,REL
12627,3142,REL
12635,5046,REL
12643,615,REL
12651,1570,REL
